,submission,submit_time,hour_12,year,month,day,second,submission_type,zip_type
183,https://ckd.upgrad.com/UpGrad/6b16aa55-f108-481a-a92a-46b665a910af/DDA1610270.zip,03-01-2017 18:34,06:34:15 PM,2017,1,3,15,DDA1610270.zip,Y
184,https://ckd.upgrad.com/UpGrad/5cf6930c-a9f3-41f1-8cf4-422b314673fc/DDA1610192.zip,01-01-2017 22:45,10:45:11 PM,2017,1,1,11,DDA1610192.zip,Y
185,https://ckd.upgrad.com/UpGrad/56253d5b-4604-4235-85f0-5aa0afdaa66b/DDA1610035.zip,03-01-2017 23:09,11:09:24 PM,2017,1,3,24,DDA1610035.zip,Y
186,https://ckd.upgrad.com/UpGrad/b4b8c6d1-7da7-4b6f-bc68-973af70c5340/DDA1610299.zip,03-01-2017 10:47,10:47:58 AM,2017,1,3,58,DDA1610299.zip,Y
187,https://ckd.upgrad.com/UpGrad/af03448a-a632-4ba1-af61-dcd2764d237a/DDA1610251.zip,02-01-2017 17:37,05:37:10 PM,2017,1,2,10,DDA1610251.zip,Y
188,https://ckd.upgrad.com/UpGrad/703aa555-f7f3-46df-8c33-7a9f117aa521/DDA1610248.zip,03-01-2017 09:49,09:49:31 AM,2017,1,3,31,DDA1610248.zip,Y
189,https://ckd.upgrad.com/UpGrad/5ab6d99a-aadd-40c9-b790-ad3da2872618/DDA1610280.zip,09-01-2017 22:31,10:31:37 PM,2017,1,9,37,DDA1610280.zip,Y
190,https://ckd.upgrad.com/UpGrad/c3379732-648f-457f-a360-7a6da3d2b092/DDA1610209.zip,03-01-2017 21:19,09:19:18 PM,2017,1,3,18,DDA1610209.zip,Y
191,https://ckd.upgrad.com/UpGrad/bab870d9-d191-4a26-811c-28fa2487aca0/DDA1610193.zip,08-01-2017 23:59,11:59:21 PM,2017,1,8,21,DDA1610193.zip,Y
192,https://ckd.upgrad.com/UpGrad/3fb950ca-35f2-435c-b6d6-6918f9b1c19a/DDA1610138.zip,03-01-2017 22:38,10:38:17 PM,2017,1,3,17,DDA1610138.zip,Y
193,https://ckd.upgrad.com/UpGrad/ba485323-bba6-4b16-9283-958406a78a6f/DDA1610228.zip,03-01-2017 22:43,10:43:12 PM,2017,1,3,12,DDA1610228.zip,Y
194,https://ckd.upgrad.com/UpGrad/a65694d0-339b-44f3-b6bf-a3b15c87ab9c/DDA1610200.zip,09-01-2017 23:59,11:59:34 PM,2017,1,9,34,DDA1610200.zip,Y
195,https://ckd.upgrad.com/UpGrad/c3876ddf-2b2f-4a55-952d-2df78fc12ad8/DDA1610183.zip,19-12-2016 21:44,09:44:13 PM,2016,12,19,13,DDA1610183.zip,Y
196,https://ckd.upgrad.com/UpGrad/2b9732ad-0985-4af4-a473-4700174afbc0/DDA1610013.R,09-01-2017 23:23,11:23:06 PM,2017,1,9,6,DDA1610013.R,N
197,https://ckd.upgrad.com/UpGrad/21da378c-75a4-4a37-9924-d2a971ba5290/DDA1610048.zip,03-01-2017 22:32,10:32:38 PM,2017,1,3,38,DDA1610048.zip,Y
